"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"25.06.2019 15:00 - 25.06.2019 15:15","63407","68631"
"25.06.2019 15:15 - 25.06.2019 15:30","62666","68287"
"25.06.2019 15:30 - 25.06.2019 15:45","62413","67844"
"25.06.2019 15:45 - 25.06.2019 16:00","61901","67563"
"25.06.2019 16:00 - 25.06.2019 16:15","61815","67534"
"25.06.2019 16:15 - 25.06.2019 16:30","61574","67079"
"25.06.2019 16:30 - 25.06.2019 16:45","61546","66622"
"25.06.2019 16:45 - 25.06.2019 17:00","60970","66536"
"25.06.2019 17:00 - 25.06.2019 17:15","60803","66495"
"25.06.2019 17:15 - 25.06.2019 17:30","60567","66346"
"25.06.2019 17:30 - 25.06.2019 17:45","60501","66200"
"25.06.2019 17:45 - 25.06.2019 18:00","60433","65527"
"25.06.2019 18:00 - 25.06.2019 18:15","59948","65424"
"25.06.2019 18:15 - 25.06.2019 18:30","59491","65166"
"25.06.2019 18:30 - 25.06.2019 18:45","59582","65111"
"25.06.2019 18:45 - 25.06.2019 19:00","59441","65057"
"25.06.2019 19:00 - 25.06.2019 19:15","59271","65119"
"25.06.2019 19:15 - 25.06.2019 19:30","58820","64919"
"25.06.2019 19:30 - 25.06.2019 19:45","58446","64814"
"25.06.2019 19:45 - 25.06.2019 20:00","58055","64272"
"25.06.2019 20:00 - 25.06.2019 20:15","57300","63416"
"25.06.2019 20:15 - 25.06.2019 20:30","56594","62292"
"25.06.2019 20:30 - 25.06.2019 20:45","55711","61556"
"25.06.2019 20:45 - 25.06.2019 21:00","55038","61120"
"25.06.2019 21:00 - 25.06.2019 21:15","54275","60581"
"25.06.2019 21:15 - 25.06.2019 21:30","53668","59895"
"25.06.2019 21:30 - 25.06.2019 21:45","53150","59079"
"25.06.2019 21:45 - 25.06.2019 22:00","52824","58967"
"25.06.2019 22:00 - 25.06.2019 22:15","53003","58716"
"25.06.2019 22:15 - 25.06.2019 22:30","52423","58201"
"25.06.2019 22:30 - 25.06.2019 22:45","51252","57033"
"25.06.2019 22:45 - 25.06.2019 23:00","50301","56270"
"25.06.2019 23:00 - 25.06.2019 23:15","49029","54844"
"25.06.2019 23:15 - 25.06.2019 23:30","48089","54036"
"25.06.2019 23:30 - 25.06.2019 23:45","47257","53106"
"25.06.2019 23:45 - 26.06.2019 00:00","46438","52345"
"26.06.2019 00:00 - 26.06.2019 00:15","47322","51225"
"26.06.2019 00:15 - 26.06.2019 00:30","46883","50506"
"26.06.2019 00:30 - 26.06.2019 00:45","46458","49983"
"26.06.2019 00:45 - 26.06.2019 01:00","46119","49506"
"26.06.2019 01:00 - 26.06.2019 01:15","45360","48775"
"26.06.2019 01:15 - 26.06.2019 01:30","45146","48216"
"26.06.2019 01:30 - 26.06.2019 01:45","44774","47717"
"26.06.2019 01:45 - 26.06.2019 02:00","44469","47608"
"26.06.2019 02:00 - 26.06.2019 02:15","44019","46988"
"26.06.2019 02:15 - 26.06.2019 02:30","43806","46852"
"26.06.2019 02:30 - 26.06.2019 02:45","43727","46775"
"26.06.2019 02:45 - 26.06.2019 03:00","43751","46929"
"26.06.2019 03:00 - 26.06.2019 03:15","43885","46849"
"26.06.2019 03:15 - 26.06.2019 03:30","43818","46802"
"26.06.2019 03:30 - 26.06.2019 03:45","43779","46655"
"26.06.2019 03:45 - 26.06.2019 04:00","43797","46796"
"26.06.2019 04:00 - 26.06.2019 04:15","44224","47416"
"26.06.2019 04:15 - 26.06.2019 04:30","44270","47697"
"26.06.2019 04:30 - 26.06.2019 04:45","44493","48355"
"26.06.2019 04:45 - 26.06.2019 05:00","44902","48485"
"26.06.2019 05:00 - 26.06.2019 05:15","45828","49585"
"26.06.2019 05:15 - 26.06.2019 05:30","46066","49909"
"26.06.2019 05:30 - 26.06.2019 05:45","46903","50527"
"26.06.2019 05:45 - 26.06.2019 06:00","48318","51855"
"26.06.2019 06:00 - 26.06.2019 06:15","51203","55095"
"26.06.2019 06:15 - 26.06.2019 06:30","53071","57305"
"26.06.2019 06:30 - 26.06.2019 06:45","54446","58808"
"26.06.2019 06:45 - 26.06.2019 07:00","55881","60382"
"26.06.2019 07:00 - 26.06.2019 07:15","57613","62629"
"26.06.2019 07:15 - 26.06.2019 07:30","58664","63798"
"26.06.2019 07:30 - 26.06.2019 07:45","59930","64910"
"26.06.2019 07:45 - 26.06.2019 08:00","60606","65842"
"26.06.2019 08:00 - 26.06.2019 08:15","61584","67053"
"26.06.2019 08:15 - 26.06.2019 08:30","62366","67621"
"26.06.2019 08:30 - 26.06.2019 08:45","62650","68086"
"26.06.2019 08:45 - 26.06.2019 09:00","62942","68655"
"26.06.2019 09:00 - 26.06.2019 09:15","62924","68513"
"26.06.2019 09:15 - 26.06.2019 09:30","63206","68803"
"26.06.2019 09:30 - 26.06.2019 09:45","63886","69528"
"26.06.2019 09:45 - 26.06.2019 10:00","64406","69731"
"26.06.2019 10:00 - 26.06.2019 10:15","64730","70033"
"26.06.2019 10:15 - 26.06.2019 10:30","65355","70305"
"26.06.2019 10:30 - 26.06.2019 10:45","65805","70682"
"26.06.2019 10:45 - 26.06.2019 11:00","66145","71024"
"26.06.2019 11:00 - 26.06.2019 11:15","66509","71104"
"26.06.2019 11:15 - 26.06.2019 11:30","66881","71443"
"26.06.2019 11:30 - 26.06.2019 11:45","67384","71813"
"26.06.2019 11:45 - 26.06.2019 12:00","66929","71819"
"26.06.2019 12:00 - 26.06.2019 12:15","66944","70974"
"26.06.2019 12:15 - 26.06.2019 12:30","66794","71051"
"26.06.2019 12:30 - 26.06.2019 12:45","66811","71129"
"26.06.2019 12:45 - 26.06.2019 13:00","66987","71112"
"26.06.2019 13:00 - 26.06.2019 13:15","66707","70527"
"26.06.2019 13:15 - 26.06.2019 13:30","66567","70758"
"26.06.2019 13:30 - 26.06.2019 13:45","66320","70467"
"26.06.2019 13:45 - 26.06.2019 14:00","65824","69758"
"26.06.2019 14:00 - 26.06.2019 14:15","65766","69535"
"26.06.2019 14:15 - 26.06.2019 14:30","65456","69436"
"26.06.2019 14:30 - 26.06.2019 14:45","65328","69427"
"26.06.2019 14:45 - 26.06.2019 15:00","65576","69228"
"26.06.2019 15:00 - 26.06.2019 15:15","65751","69379"
"26.06.2019 15:15 - 26.06.2019 15:30","64840","69149"
"26.06.2019 15:30 - 26.06.2019 15:45","64389","68880"
"26.06.2019 15:45 - 26.06.2019 16:00","63909","68523"
"26.06.2019 16:00 - 26.06.2019 16:15","63659","68162"
"26.06.2019 16:15 - 26.06.2019 16:30","63504","67798"
"26.06.2019 16:30 - 26.06.2019 16:45","63412","67534"
"26.06.2019 16:45 - 26.06.2019 17:00","62697","67312"
"26.06.2019 17:00 - 26.06.2019 17:15","62435","67343"
"26.06.2019 17:15 - 26.06.2019 17:30","62018","67449"
"26.06.2019 17:30 - 26.06.2019 17:45","61641","67268"
"26.06.2019 17:45 - 26.06.2019 18:00","61572","66858"
"26.06.2019 18:00 - 26.06.2019 18:15","61166","66441"
"26.06.2019 18:15 - 26.06.2019 18:30","60862","66356"
"26.06.2019 18:30 - 26.06.2019 18:45","60771","66219"
"26.06.2019 18:45 - 26.06.2019 19:00","60642","66056"
"26.06.2019 19:00 - 26.06.2019 19:15","60505","65927"
"26.06.2019 19:15 - 26.06.2019 19:30","59996","65102"
"26.06.2019 19:30 - 26.06.2019 19:45","59598","64873"
"26.06.2019 19:45 - 26.06.2019 20:00","59148","64341"
"26.06.2019 20:00 - 26.06.2019 20:15","58415","63457"
"26.06.2019 20:15 - 26.06.2019 20:30","57732","62772"
"26.06.2019 20:30 - 26.06.2019 20:45","56799","62062"
"26.06.2019 20:45 - 26.06.2019 21:00","56146","61438"
"26.06.2019 21:00 - 26.06.2019 21:15","55326","60617"
"26.06.2019 21:15 - 26.06.2019 21:30","54781","60172"
"26.06.2019 21:30 - 26.06.2019 21:45","54292","59509"
"26.06.2019 21:45 - 26.06.2019 22:00","54193","59159"
"26.06.2019 22:00 - 26.06.2019 22:15","54346","58732"
"26.06.2019 22:15 - 26.06.2019 22:30","53692","58157"
"26.06.2019 22:30 - 26.06.2019 22:45","52641","57308"
"26.06.2019 22:45 - 26.06.2019 23:00","51628","56449"
"26.06.2019 23:00 - 26.06.2019 23:15","50301","55189"
"26.06.2019 23:15 - 26.06.2019 23:30","49399","54078"
"26.06.2019 23:30 - 26.06.2019 23:45","48627","53280"
"26.06.2019 23:45 - 27.06.2019 00:00","47891","52601"
"27.06.2019 00:00 - 27.06.2019 00:15","46876","51741"
"27.06.2019 00:15 - 27.06.2019 00:30","46272","50915"
"27.06.2019 00:30 - 27.06.2019 00:45","45816","50228"
"27.06.2019 00:45 - 27.06.2019 01:00","45428","49765"
"27.06.2019 01:00 - 27.06.2019 01:15","44788","49593"
"27.06.2019 01:15 - 27.06.2019 01:30","44454","49202"
"27.06.2019 01:30 - 27.06.2019 01:45","44063","48758"
"27.06.2019 01:45 - 27.06.2019 02:00","43717","48503"
"27.06.2019 02:00 - 27.06.2019 02:15","43359","48384"
"27.06.2019 02:15 - 27.06.2019 02:30","43348","48285"
"27.06.2019 02:30 - 27.06.2019 02:45","43300","47893"
"27.06.2019 02:45 - 27.06.2019 03:00","43314","47952"
"27.06.2019 03:00 - 27.06.2019 03:15","43475","47877"
"27.06.2019 03:15 - 27.06.2019 03:30","43472","47786"
"27.06.2019 03:30 - 27.06.2019 03:45","43435","47770"
"27.06.2019 03:45 - 27.06.2019 04:00","43535","47704"
"27.06.2019 04:00 - 27.06.2019 04:15","44025","48105"
"27.06.2019 04:15 - 27.06.2019 04:30","44221","48294"
"27.06.2019 04:30 - 27.06.2019 04:45","44454","48472"
"27.06.2019 04:45 - 27.06.2019 05:00","44863","48727"
"27.06.2019 05:00 - 27.06.2019 05:15","45926","49695"
"27.06.2019 05:15 - 27.06.2019 05:30","46427","50093"
"27.06.2019 05:30 - 27.06.2019 05:45","47207","50803"
"27.06.2019 05:45 - 27.06.2019 06:00","48532","51999"
"27.06.2019 06:00 - 27.06.2019 06:15","51147","54984"
"27.06.2019 06:15 - 27.06.2019 06:30","53148","56637"
"27.06.2019 06:30 - 27.06.2019 06:45","54666","58010"
"27.06.2019 06:45 - 27.06.2019 07:00","56030","59339"
"27.06.2019 07:00 - 27.06.2019 07:15","57787","61272"
"27.06.2019 07:15 - 27.06.2019 07:30","58859","62552"
"27.06.2019 07:30 - 27.06.2019 07:45","59673","63873"
"27.06.2019 07:45 - 27.06.2019 08:00","60437","64813"
"27.06.2019 08:00 - 27.06.2019 08:15","61280","65747"
"27.06.2019 08:15 - 27.06.2019 08:30","61867","66408"
"27.06.2019 08:30 - 27.06.2019 08:45","62335","66772"
"27.06.2019 08:45 - 27.06.2019 09:00","62565","66978"
"27.06.2019 09:00 - 27.06.2019 09:15","62476","66977"
"27.06.2019 09:15 - 27.06.2019 09:30","62823","67271"
"27.06.2019 09:30 - 27.06.2019 09:45","63505","67996"
"27.06.2019 09:45 - 27.06.2019 10:00","64002","68327"
"27.06.2019 10:00 - 27.06.2019 10:15","64299","68702"
"27.06.2019 10:15 - 27.06.2019 10:30","64727","69225"
"27.06.2019 10:30 - 27.06.2019 10:45","65116","69652"
"27.06.2019 10:45 - 27.06.2019 11:00","65528","70152"
"27.06.2019 11:00 - 27.06.2019 11:15","65849","69893"
"27.06.2019 11:15 - 27.06.2019 11:30","66231","70187"
"27.06.2019 11:30 - 27.06.2019 11:45","66480","70481"
"27.06.2019 11:45 - 27.06.2019 12:00","66147","70494"
"27.06.2019 12:00 - 27.06.2019 12:15","66155","70010"
"27.06.2019 12:15 - 27.06.2019 12:30","66234","69864"
"27.06.2019 12:30 - 27.06.2019 12:45","66025","69791"
"27.06.2019 12:45 - 27.06.2019 13:00","66195","69809"
"27.06.2019 13:00 - 27.06.2019 13:15","65798","69560"
"27.06.2019 13:15 - 27.06.2019 13:30","65781","69260"
"27.06.2019 13:30 - 27.06.2019 13:45","65672","68677"
"27.06.2019 13:45 - 27.06.2019 14:00","65126","68445"
"27.06.2019 14:00 - 27.06.2019 14:15","65126","68075"
"27.06.2019 14:15 - 27.06.2019 14:30","64870","68071"
"27.06.2019 14:30 - 27.06.2019 14:45","64601","67878"
"27.06.2019 14:45 - 27.06.2019 15:00","64837","67601"
"27.06.2019 15:00 - 27.06.2019 15:15","65011","67382"
"27.06.2019 15:15 - 27.06.2019 15:30","63929","67065"
"27.06.2019 15:30 - 27.06.2019 15:45","63668","66641"
"27.06.2019 15:45 - 27.06.2019 16:00","63231","66052"
"27.06.2019 16:00 - 27.06.2019 16:15","63072","66001"
"27.06.2019 16:15 - 27.06.2019 16:30","62543","65853"
"27.06.2019 16:30 - 27.06.2019 16:45","62575","65439"
"27.06.2019 16:45 - 27.06.2019 17:00","61776","64891"
"27.06.2019 17:00 - 27.06.2019 17:15","61645","64835"
"27.06.2019 17:15 - 27.06.2019 17:30","61216","64901"
"27.06.2019 17:30 - 27.06.2019 17:45","61118","65098"
"27.06.2019 17:45 - 27.06.2019 18:00","61033","64987"
"27.06.2019 18:00 - 27.06.2019 18:15","60588","64434"
"27.06.2019 18:15 - 27.06.2019 18:30","60389","64364"
"27.06.2019 18:30 - 27.06.2019 18:45","60345","64245"
"27.06.2019 18:45 - 27.06.2019 19:00","60249","64246"
"27.06.2019 19:00 - 27.06.2019 19:15","60014","64019"
"27.06.2019 19:15 - 27.06.2019 19:30","59597","63565"
"27.06.2019 19:30 - 27.06.2019 19:45","59078","63346"
"27.06.2019 19:45 - 27.06.2019 20:00","58797","62703"
"27.06.2019 20:00 - 27.06.2019 20:15","57986","61944"
"27.06.2019 20:15 - 27.06.2019 20:30","57241","61109"
"27.06.2019 20:30 - 27.06.2019 20:45","56388","60410"
"27.06.2019 20:45 - 27.06.2019 21:00","55734","59839"
"27.06.2019 21:00 - 27.06.2019 21:15","54850","58946"
"27.06.2019 21:15 - 27.06.2019 21:30","54412","58401"
"27.06.2019 21:30 - 27.06.2019 21:45","53765","57880"
"27.06.2019 21:45 - 27.06.2019 22:00","53774","57247"
"27.06.2019 22:00 - 27.06.2019 22:15","53764","57183"
"27.06.2019 22:15 - 27.06.2019 22:30","53176","56563"
"27.06.2019 22:30 - 27.06.2019 22:45","52116","55566"
"27.06.2019 22:45 - 27.06.2019 23:00","51130","54742"
"27.06.2019 23:00 - 27.06.2019 23:15","50011","53608"
"27.06.2019 23:15 - 27.06.2019 23:30","49161","52624"
"27.06.2019 23:30 - 27.06.2019 23:45","48384","51701"
"27.06.2019 23:45 - 28.06.2019 00:00","47647","50938"
"28.06.2019 00:00 - 28.06.2019 00:15","47196","49647"
"28.06.2019 00:15 - 28.06.2019 00:30","46521","48734"
"28.06.2019 00:30 - 28.06.2019 00:45","45962","48495"
"28.06.2019 00:45 - 28.06.2019 01:00","45613","47808"
"28.06.2019 01:00 - 28.06.2019 01:15","44898","47508"
"28.06.2019 01:15 - 28.06.2019 01:30","44752","46862"
"28.06.2019 01:30 - 28.06.2019 01:45","44330","46789"
"28.06.2019 01:45 - 28.06.2019 02:00","43961","46302"
"28.06.2019 02:00 - 28.06.2019 02:15","43530","46315"
"28.06.2019 02:15 - 28.06.2019 02:30","43544","45850"
"28.06.2019 02:30 - 28.06.2019 02:45","43401","45729"
"28.06.2019 02:45 - 28.06.2019 03:00","43354","45780"
"28.06.2019 03:00 - 28.06.2019 03:15","43602","46017"
"28.06.2019 03:15 - 28.06.2019 03:30","43461","45676"
"28.06.2019 03:30 - 28.06.2019 03:45","43384","45798"
"28.06.2019 03:45 - 28.06.2019 04:00","43312","45998"
"28.06.2019 04:00 - 28.06.2019 04:15","43769","46398"
"28.06.2019 04:15 - 28.06.2019 04:30","43921","46421"
"28.06.2019 04:30 - 28.06.2019 04:45","44163","46651"
"28.06.2019 04:45 - 28.06.2019 05:00","44467","46852"
"28.06.2019 05:00 - 28.06.2019 05:15","45446","47896"
"28.06.2019 05:15 - 28.06.2019 05:30","45842","48030"
"28.06.2019 05:30 - 28.06.2019 05:45","46701","48660"
"28.06.2019 05:45 - 28.06.2019 06:00","48037","49961"
"28.06.2019 06:00 - 28.06.2019 06:15","50715","52957"
"28.06.2019 06:15 - 28.06.2019 06:30","52594","55105"
"28.06.2019 06:30 - 28.06.2019 06:45","54046","56893"
"28.06.2019 06:45 - 28.06.2019 07:00","55241","58078"
"28.06.2019 07:00 - 28.06.2019 07:15","56935","59577"
"28.06.2019 07:15 - 28.06.2019 07:30","57848","61007"
"28.06.2019 07:30 - 28.06.2019 07:45","59472","61949"
"28.06.2019 07:45 - 28.06.2019 08:00","60297","62936"
"28.06.2019 08:00 - 28.06.2019 08:15","61363","63624"
"28.06.2019 08:15 - 28.06.2019 08:30","61880","64217"
"28.06.2019 08:30 - 28.06.2019 08:45","62315","64740"
"28.06.2019 08:45 - 28.06.2019 09:00","62680","65080"
"28.06.2019 09:00 - 28.06.2019 09:15","62610","64726"
"28.06.2019 09:15 - 28.06.2019 09:30","62870","65100"
"28.06.2019 09:30 - 28.06.2019 09:45","63370","65640"
"28.06.2019 09:45 - 28.06.2019 10:00","63779","66016"
"28.06.2019 10:00 - 28.06.2019 10:15","64183","66037"
"28.06.2019 10:15 - 28.06.2019 10:30","64780","66221"
"28.06.2019 10:30 - 28.06.2019 10:45","65098","66758"
"28.06.2019 10:45 - 28.06.2019 11:00","65325","67261"
"28.06.2019 11:00 - 28.06.2019 11:15","65443","67346"
"28.06.2019 11:15 - 28.06.2019 11:30","65876","67417"
"28.06.2019 11:30 - 28.06.2019 11:45","66262","67458"
"28.06.2019 11:45 - 28.06.2019 12:00","65805","67524"
"28.06.2019 12:00 - 28.06.2019 12:15","65846","66840"
"28.06.2019 12:15 - 28.06.2019 12:30","65715","66574"
"28.06.2019 12:30 - 28.06.2019 12:45","65358","66427"
"28.06.2019 12:45 - 28.06.2019 13:00","65368","66595"
"28.06.2019 13:00 - 28.06.2019 13:15","64801","66040"
"28.06.2019 13:15 - 28.06.2019 13:30","64766","65540"
"28.06.2019 13:30 - 28.06.2019 13:45","64305","64991"
"28.06.2019 13:45 - 28.06.2019 14:00","63773","64403"
"28.06.2019 14:00 - 28.06.2019 14:15","63614","64280"
"28.06.2019 14:15 - 28.06.2019 14:30","63160","63899"
"28.06.2019 14:30 - 28.06.2019 14:45","62804","63606"
"28.06.2019 14:45 - 28.06.2019 15:00","63228","63184"
"28.06.2019 15:00 - 28.06.2019 15:15","63470","63026"
"28.06.2019 15:15 - 28.06.2019 15:30","62390","62915"
"28.06.2019 15:30 - 28.06.2019 15:45","62007","62370"
"28.06.2019 15:45 - 28.06.2019 16:00","61476","61948"
"28.06.2019 16:00 - 28.06.2019 16:15","60988","62379"
"28.06.2019 16:15 - 28.06.2019 16:30","60749","62025"
"28.06.2019 16:30 - 28.06.2019 16:45","61424","61896"
"28.06.2019 16:45 - 28.06.2019 17:00","60369","61749"
"28.06.2019 17:00 - 28.06.2019 17:15","60423","61889"
"28.06.2019 17:15 - 28.06.2019 17:30","59799","61750"
"28.06.2019 17:30 - 28.06.2019 17:45","59627","61708"
"28.06.2019 17:45 - 28.06.2019 18:00","59405","61558"
"28.06.2019 18:00 - 28.06.2019 18:15","59096","61535"
"28.06.2019 18:15 - 28.06.2019 18:30","59422","60986"
"28.06.2019 18:30 - 28.06.2019 18:45","59167","60897"
"28.06.2019 18:45 - 28.06.2019 19:00","58868","60652"
"28.06.2019 19:00 - 28.06.2019 19:15","58917","60500"
"28.06.2019 19:15 - 28.06.2019 19:30","58312","60097"
"28.06.2019 19:30 - 28.06.2019 19:45","57817","59783"
"28.06.2019 19:45 - 28.06.2019 20:00","57392","59237"
"28.06.2019 20:00 - 28.06.2019 20:15","56492","58427"
"28.06.2019 20:15 - 28.06.2019 20:30","55778","57551"
"28.06.2019 20:30 - 28.06.2019 20:45","54965","56900"
"28.06.2019 20:45 - 28.06.2019 21:00","54179","56226"
"28.06.2019 21:00 - 28.06.2019 21:15","53401","55629"
"28.06.2019 21:15 - 28.06.2019 21:30","52875","54961"
"28.06.2019 21:30 - 28.06.2019 21:45","52395","54305"
"28.06.2019 21:45 - 28.06.2019 22:00","52197","53995"
"28.06.2019 22:00 - 28.06.2019 22:15","52176","53756"
"28.06.2019 22:15 - 28.06.2019 22:30","51760","53300"
"28.06.2019 22:30 - 28.06.2019 22:45","50945","52434"
"28.06.2019 22:45 - 28.06.2019 23:00","50244","51815"
"28.06.2019 23:00 - 28.06.2019 23:15","49156","50724"
"28.06.2019 23:15 - 28.06.2019 23:30","48443","49937"
"28.06.2019 23:30 - 28.06.2019 23:45","47735","49029"
"28.06.2019 23:45 - 29.06.2019 00:00","46803","48029"
"29.06.2019 00:00 - 29.06.2019 00:15","44925","46479"
"29.06.2019 00:15 - 29.06.2019 00:30","44626","45961"
"29.06.2019 00:30 - 29.06.2019 00:45","43990","45162"
"29.06.2019 00:45 - 29.06.2019 01:00","43512","44751"
"29.06.2019 01:00 - 29.06.2019 01:15","42744","44203"
"29.06.2019 01:15 - 29.06.2019 01:30","42282","43717"
"29.06.2019 01:30 - 29.06.2019 01:45","41916","43435"
"29.06.2019 01:45 - 29.06.2019 02:00","41575","42918"
"29.06.2019 02:00 - 29.06.2019 02:15","41086","42747"
"29.06.2019 02:15 - 29.06.2019 02:30","40799","42438"
"29.06.2019 02:30 - 29.06.2019 02:45","40614","42333"
"29.06.2019 02:45 - 29.06.2019 03:00","40412","41869"
"29.06.2019 03:00 - 29.06.2019 03:15","40343","41833"
"29.06.2019 03:15 - 29.06.2019 03:30","40214","41833"
"29.06.2019 03:30 - 29.06.2019 03:45","40023","41865"
"29.06.2019 03:45 - 29.06.2019 04:00","39864","41501"
"29.06.2019 04:00 - 29.06.2019 04:15","40091","41528"
"29.06.2019 04:15 - 29.06.2019 04:30","39965","41744"
"29.06.2019 04:30 - 29.06.2019 04:45","39895","41709"
"29.06.2019 04:45 - 29.06.2019 05:00","39833","41191"
"29.06.2019 05:00 - 29.06.2019 05:15","40088","41200"
"29.06.2019 05:15 - 29.06.2019 05:30","39877","41431"
"29.06.2019 05:30 - 29.06.2019 05:45","39818","41415"
"29.06.2019 05:45 - 29.06.2019 06:00","40123","41586"
"29.06.2019 06:00 - 29.06.2019 06:15","40840","42546"
"29.06.2019 06:15 - 29.06.2019 06:30","41510","43234"
"29.06.2019 06:30 - 29.06.2019 06:45","42126","43855"
"29.06.2019 06:45 - 29.06.2019 07:00","42699","44641"
"29.06.2019 07:00 - 29.06.2019 07:15","43831","45832"
"29.06.2019 07:15 - 29.06.2019 07:30","44654","46658"
"29.06.2019 07:30 - 29.06.2019 07:45","45949","48083"
"29.06.2019 07:45 - 29.06.2019 08:00","47136","49103"
"29.06.2019 08:00 - 29.06.2019 08:15","48033","50054"
"29.06.2019 08:15 - 29.06.2019 08:30","48967","50902"
"29.06.2019 08:30 - 29.06.2019 08:45","49715","51747"
"29.06.2019 08:45 - 29.06.2019 09:00","50429","52922"
"29.06.2019 09:00 - 29.06.2019 09:15","51384","53420"
"29.06.2019 09:15 - 29.06.2019 09:30","52159","53978"
"29.06.2019 09:30 - 29.06.2019 09:45","52877","54730"
"29.06.2019 09:45 - 29.06.2019 10:00","53459","55216"
"29.06.2019 10:00 - 29.06.2019 10:15","53720","55494"
"29.06.2019 10:15 - 29.06.2019 10:30","54094","55631"
"29.06.2019 10:30 - 29.06.2019 10:45","54523","55960"
"29.06.2019 10:45 - 29.06.2019 11:00","54844","56071"
"29.06.2019 11:00 - 29.06.2019 11:15","55226","56018"
"29.06.2019 11:15 - 29.06.2019 11:30","55583","56188"
"29.06.2019 11:30 - 29.06.2019 11:45","55869","56525"
"29.06.2019 11:45 - 29.06.2019 12:00","55219","56490"
"29.06.2019 12:00 - 29.06.2019 12:15","55423","56098"
"29.06.2019 12:15 - 29.06.2019 12:30","55149","55839"
"29.06.2019 12:30 - 29.06.2019 12:45","54670","55895"
"29.06.2019 12:45 - 29.06.2019 13:00","54642","55764"
"29.06.2019 13:00 - 29.06.2019 13:15","53821","55271"
"29.06.2019 13:15 - 29.06.2019 13:30","53713","54750"
"29.06.2019 13:30 - 29.06.2019 13:45","53246","54533"
"29.06.2019 13:45 - 29.06.2019 14:00","52647","54036"
"29.06.2019 14:00 - 29.06.2019 14:15","52413","53815"
"29.06.2019 14:15 - 29.06.2019 14:30","51960","53464"
"29.06.2019 14:30 - 29.06.2019 14:45","51866","53256"
"29.06.2019 14:45 - 29.06.2019 15:00","52218","52907"
"29.06.2019 15:00 - 29.06.2019 15:15","52390","53137"
"29.06.2019 15:15 - 29.06.2019 15:30","51496","53253"
"29.06.2019 15:30 - 29.06.2019 15:45","51432","52786"
"29.06.2019 15:45 - 29.06.2019 16:00","51206","52974"
"29.06.2019 16:00 - 29.06.2019 16:15","51265","52734"
"29.06.2019 16:15 - 29.06.2019 16:30","51544","52839"
"29.06.2019 16:30 - 29.06.2019 16:45","51661","51846"
"29.06.2019 16:45 - 29.06.2019 17:00","51139","52058"
"29.06.2019 17:00 - 29.06.2019 17:15","51383","52390"
"29.06.2019 17:15 - 29.06.2019 17:30","51172","52538"
"29.06.2019 17:30 - 29.06.2019 17:45","51408","52310"
"29.06.2019 17:45 - 29.06.2019 18:00","51316","52389"
"29.06.2019 18:00 - 29.06.2019 18:15","51467","52656"
"29.06.2019 18:15 - 29.06.2019 18:30","51461","52510"
"29.06.2019 18:30 - 29.06.2019 18:45","51412","52325"
