"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"17.07.2019 10:30 - 17.07.2019 10:45","17921","17989","11239","49","24","10","613","705","292"
"17.07.2019 10:45 - 17.07.2019 11:00","18662","18764","11707","43","23","8","599","694","294"
"17.07.2019 11:00 - 17.07.2019 11:15","19325","19468","12170","39","20","6","584","685","296"
"17.07.2019 11:15 - 17.07.2019 11:30","19871","20082","12669","39","22","7","579","683","294"
"17.07.2019 11:30 - 17.07.2019 11:45","20363","20640","13053","41","22","7","572","680","293"
"17.07.2019 11:45 - 17.07.2019 12:00","20768","21119","13374","36","19","7","573","679","300"
"17.07.2019 12:00 - 17.07.2019 12:15","21092","21525","13725","36","20","8","572","679","299"
"17.07.2019 12:15 - 17.07.2019 12:30","21350","21858","13950","38","21","9","581","679","305"
"17.07.2019 12:30 - 17.07.2019 12:45","21547","22105","14137","41","24","8","587","679","311"
"17.07.2019 12:45 - 17.07.2019 13:00","21665","22260","14171","45","24","9","593","678","341"
"17.07.2019 13:00 - 17.07.2019 13:15","21714","22357","14250","47","26","9","603","679","346"
"17.07.2019 13:15 - 17.07.2019 13:30","21719","22382","14324","48","27","9","620","687","358"
"17.07.2019 13:30 - 17.07.2019 13:45","21660","22330","14238","53","27","11","634","698","374"
"17.07.2019 13:45 - 17.07.2019 14:00","21527","22193","14107","53","28","12","654","711","392"
"17.07.2019 14:00 - 17.07.2019 14:15","21284","21663","13946","52","36","17","674","650","407"
"17.07.2019 14:15 - 17.07.2019 14:30","20973","21378","13709","56","37","15","688","658","425"
"17.07.2019 14:30 - 17.07.2019 14:45","20619","21018","13571","57","47","11","706","660","452"
"17.07.2019 14:45 - 17.07.2019 15:00","20201","20591","13306","61","47","12","724","676","495"
"17.07.2019 15:00 - 17.07.2019 15:15","19717","20091","13018","61","48","15","747","687","515"
"17.07.2019 15:15 - 17.07.2019 15:30","19183","19536","12745","63","52","16","769","706","537"
"17.07.2019 15:30 - 17.07.2019 15:45","18588","18920","12419","67","58","15","787","723","559"
"17.07.2019 15:45 - 17.07.2019 16:00","17946","18264","12037","66","62","15","811","741","604"
"17.07.2019 16:00 - 17.07.2019 16:15","17263","17566","11762","64","65","15","834","759","582"
"17.07.2019 16:15 - 17.07.2019 16:30","16540","16822","11277","67","66","20","855","772","542"
"17.07.2019 16:30 - 17.07.2019 16:45","15758","16012","10798","71","69","23","874","782","536"
"17.07.2019 16:45 - 17.07.2019 17:00","14886","15122","10223","77","71","23","889","794","530"
"17.07.2019 17:00 - 17.07.2019 17:15","13931","14154","9570","79","74","21","904","804","535"
"17.07.2019 17:15 - 17.07.2019 17:30","12901","13107","8889","76","79","20","916","818","494"
"17.07.2019 17:30 - 17.07.2019 17:45","11812","12008","8163","76","84","19","929","833","515"
"17.07.2019 17:45 - 17.07.2019 18:00","10683","10853","7414","78","86","17","942","854","528"
"17.07.2019 18:00 - 17.07.2019 18:15","9517","9666","6659","78","90","18","955","875","549"
"17.07.2019 18:15 - 17.07.2019 18:30","8347","8470","5871","84","93","24","974","910","551"
"17.07.2019 18:30 - 17.07.2019 18:45","7154","7254","5057","88","95","25","993","945","578"
"17.07.2019 18:45 - 17.07.2019 19:00","6009","6084","4255","91","97","19","1017","978","618"
"17.07.2019 19:00 - 17.07.2019 19:15","4923","4977","3496","91","102","18","1045","998","657"
"17.07.2019 19:15 - 17.07.2019 19:30","3925","3960","2796","96","106","18","1081","1028","693"
"17.07.2019 19:30 - 17.07.2019 19:45","3043","3073","2173","99","108","18","1114","1059","731"
"17.07.2019 19:45 - 17.07.2019 20:00","2345","2381","1661","101","110","21","1148","1094","788"
"17.07.2019 20:00 - 17.07.2019 20:15","1735","1761","1192","107","116","21","1184","1137","823"
"17.07.2019 20:15 - 17.07.2019 20:30","1158","1183","775","107","119","24","1254","1198","824"
"17.07.2019 20:30 - 17.07.2019 20:45","712","735","449","110","122","27","1321","1259","862"
"17.07.2019 20:45 - 17.07.2019 21:00","366","382","216","113","125","32","1392","1319","891"
"17.07.2019 21:00 - 17.07.2019 21:15","143","150","96","116","128","37","1476","1377","886"
"17.07.2019 21:15 - 17.07.2019 21:30","37","37","36","121","129","39","1550","1428","841"
"17.07.2019 21:30 - 17.07.2019 21:45","5","5","4","124","132","41","1631","1478","879"
"17.07.2019 21:45 - 17.07.2019 22:00","0","0","0","129","136","45","1708","1525","942"
"17.07.2019 22:00 - 17.07.2019 22:15","0","0","0","138","144","58","1759","1555","942"
"17.07.2019 22:15 - 17.07.2019 22:30","0","0","0","146","156","67","1806","1579","957"
"17.07.2019 22:30 - 17.07.2019 22:45","0","0","0","151","166","70","1857","1607","1034"
"17.07.2019 22:45 - 17.07.2019 23:00","0","0","0","159","179","79","1895","1629","1038"
"17.07.2019 23:00 - 17.07.2019 23:15","0","0","0","169","189","94","1929","1650","1060"
"17.07.2019 23:15 - 17.07.2019 23:30","0","0","0","185","204","119","1889","1614","1026"
"17.07.2019 23:30 - 17.07.2019 23:45","0","0","0","198","219","134","1855","1579","949"
"17.07.2019 23:45 - 18.07.2019 00:00","0","0","0","210","230","164","1822","1546","917"
"18.07.2019 00:00 - 18.07.2019 00:15","0","0","0","252","217","201","1524","1590","933"
"18.07.2019 00:15 - 18.07.2019 00:30","0","0","0","272","246","234","1505","1555","901"
"18.07.2019 00:30 - 18.07.2019 00:45","0","0","0","293","274","265","1483","1526","886"
"18.07.2019 00:45 - 18.07.2019 01:00","0","0","0","313","307","302","1459","1492","851"
"18.07.2019 01:00 - 18.07.2019 01:15","0","0","0","338","321","320","1432","1459","814"
"18.07.2019 01:15 - 18.07.2019 01:30","0","0","0","369","354","353","1407","1420","759"
"18.07.2019 01:30 - 18.07.2019 01:45","0","0","0","399","366","365","1384","1419","752"
"18.07.2019 01:45 - 18.07.2019 02:00","0","0","0","428","397","396","1361","1383","748"
"18.07.2019 02:00 - 18.07.2019 02:15","0","0","0","466","457","457","1336","1374","721"
"18.07.2019 02:15 - 18.07.2019 02:30","0","0","0","497","480","479","1308","1335","700"
"18.07.2019 02:30 - 18.07.2019 02:45","0","0","0","533","503","502","1277","1355","731"
"18.07.2019 02:45 - 18.07.2019 03:00","0","0","0","572","542","541","1244","1347","730"
"18.07.2019 03:00 - 18.07.2019 03:15","0","0","0","601","586","586","1188","1341","738"
"18.07.2019 03:15 - 18.07.2019 03:30","0","0","0","636","569","568","1165","1344","759"
"18.07.2019 03:30 - 18.07.2019 03:45","0","0","0","667","588","587","1145","1344","774"
"18.07.2019 03:45 - 18.07.2019 04:00","0","0","0","702","614","613","1122","1354","797"
"18.07.2019 04:00 - 18.07.2019 04:15","0","0","0","733","659","658","1106","1346","801"
"18.07.2019 04:15 - 18.07.2019 04:30","0","0","0","766","686","686","1106","1365","826"
"18.07.2019 04:30 - 18.07.2019 04:45","0","0","0","803","701","701","1104","1399","866"
"18.07.2019 04:45 - 18.07.2019 05:00","0","0","0","834","737","737","1117","1423","884"
"18.07.2019 05:00 - 18.07.2019 05:15","5","1","0","873","780","780","1122","1437","892"
"18.07.2019 05:15 - 18.07.2019 05:30","47","28","4","907","807","807","1115","1504","972"
"18.07.2019 05:30 - 18.07.2019 05:45","147","139","48","939","809","809","1115","1520","1000"
"18.07.2019 05:45 - 18.07.2019 06:00","333","350","147","974","840","840","1111","1522","1009"
"18.07.2019 06:00 - 18.07.2019 06:15","610","672","273","1000","877","877","1130","1554","1062"
"18.07.2019 06:15 - 18.07.2019 06:30","1020","1110","501","1031","912","911","1118","1535","1062"
"18.07.2019 06:30 - 18.07.2019 06:45","1720","1829","949","1065","913","912","1102","1518","1065"
"18.07.2019 06:45 - 18.07.2019 07:00","2526","2647","1439","1095","943","942","1082","1480","1054"
"18.07.2019 07:00 - 18.07.2019 07:15","3467","3640","2028","1127","986","984","1054","1431","1024"
"18.07.2019 07:15 - 18.07.2019 07:30","4542","4751","2685","1156","1026","1023","1009","1343","1001"
"18.07.2019 07:30 - 18.07.2019 07:45","5740","5984","3397","1179","1023","1020","969","1262","979"
"18.07.2019 07:45 - 18.07.2019 08:00","7030","7281","4177","1203","1077","1018","930","1160","934"
"18.07.2019 08:00 - 18.07.2019 08:15","8402","8628","4961","1231","1129","1029","881","1058","866"
"18.07.2019 08:15 - 18.07.2019 08:30","9811","10051","5878","1249","1167","984","814","962","837"
"18.07.2019 08:30 - 18.07.2019 08:45","11220","11464","6729","1268","1207","951","745","864","804"
"18.07.2019 08:45 - 18.07.2019 09:00","12626","12879","7549","1285","1244","975","682","789","778"
"18.07.2019 09:00 - 18.07.2019 09:15","13995","14256","8421","1302","1270","989","617","735","754"
"18.07.2019 09:15 - 18.07.2019 09:30","15298","15595","9336","1321","1291","985","579","717","743"
"18.07.2019 09:30 - 18.07.2019 09:45","16510","16843","10145","1339","1303","980","544","706","721"
"18.07.2019 09:45 - 18.07.2019 10:00","17623","18009","10861","1355","1322","985","512","694","722"
"18.07.2019 10:00 - 18.07.2019 10:15","18628","19101","11634","1369","1341","998","494","685","682"
"18.07.2019 10:15 - 18.07.2019 10:30","19540","20094","12264","1381","1361","1189","510","686","434"
"18.07.2019 10:30 - 18.07.2019 10:45","20353","20981","12943","1400","1378","1188","519","691","458"
"18.07.2019 10:45 - 18.07.2019 11:00","21076","21770","13485","1413","1402","1197","534","692","472"
"18.07.2019 11:00 - 18.07.2019 11:15","21700","22453","13975","1424","1422","1206","553","712","550"
"18.07.2019 11:15 - 18.07.2019 11:30","22263","23054","14560","1433","1439","1222","598","775","647"
"18.07.2019 11:30 - 18.07.2019 11:45","22713","23575","14898","1441","1453","1252","645","840","720"
"18.07.2019 11:45 - 18.07.2019 12:00","23073","24002","15059","1449","1469","1289","693","908","840"
"18.07.2019 12:00 - 18.07.2019 12:15","23335","24314","15207","1455","1479","1304","746","973","921"
"18.07.2019 12:15 - 18.07.2019 12:30","23518","24538","15351","1457","1466","1322","819","1054","967"
"18.07.2019 12:30 - 18.07.2019 12:45","23577","24643","15393","1452","1455","1309","899","1135","1090"
"18.07.2019 12:45 - 18.07.2019 13:00","23531","24638","15359","1455","1443","1335","971","1219","1187"
"18.07.2019 13:00 - 18.07.2019 13:15","23393","24564","15187","1447","1432","1362","1049","1295","1302"
"18.07.2019 13:15 - 18.07.2019 13:30","23191","24388","15128","1434","1408","1403","1137","1396","1387"
"18.07.2019 13:30 - 18.07.2019 13:45","22919","24127","14993","1415","1388","1421","1237","1497","1506"
"18.07.2019 13:45 - 18.07.2019 14:00","22574","23769","14769","1397","1368","1452","1334","1601","1632"
"18.07.2019 14:00 - 18.07.2019 14:15","22132","22886","14549","1379","1356","1506","1422","1561","1652"
"18.07.2019 14:15 - 18.07.2019 14:30","21650","22416","14276","1333","1325","1471","1493","1611","1691"
"18.07.2019 14:30 - 18.07.2019 14:45","21121","21879","13948","1294","1291","1423","1556","1664","1752"
"18.07.2019 14:45 - 18.07.2019 15:00","20534","21274","13497","1250","1261","1351","1628","1717","1814"
"18.07.2019 15:00 - 18.07.2019 15:15","19878","20592","13136","1213","1230","1288","1692","1755","1877"
"18.07.2019 15:15 - 18.07.2019 15:30","19159","19845","12668","1181","1197","1239","1738","1824","1874"
"18.07.2019 15:30 - 18.07.2019 15:45","18370","19021","12186","1148","1161","1218","1787","1900","1874"
"18.07.2019 15:45 - 18.07.2019 16:00","17534","18137","11574","1119","1131","1171","1833","1964","1916"
"18.07.2019 16:00 - 18.07.2019 16:15","16656","17177","10966","1089","1103","1108","1871","2012","1964"
"18.07.2019 16:15 - 18.07.2019 16:30","15736","16193","10346","1037","1082","1063","1934","2030","2004"
"18.07.2019 16:30 - 18.07.2019 16:45","14776","15182","9649","989","1063","1033","1996","2045","2016"
"18.07.2019 16:45 - 18.07.2019 17:00","13770","14116","8922","939","1049","1025","2062","2054","2037"
"18.07.2019 17:00 - 18.07.2019 17:15","12692","13006","8241","889","1014","993","2115","2076","2041"
"18.07.2019 17:15 - 18.07.2019 17:30","11577","11846","7519","861","977","969","2111","2091","1972"
"18.07.2019 17:30 - 18.07.2019 17:45","10442","10689","6768","831","934","928","2112","2116","1965"
"18.07.2019 17:45 - 18.07.2019 18:00","9304","9527","6042","810","895","935","2099","2134","1885"
"18.07.2019 18:00 - 18.07.2019 18:15","8180","8368","5259","782","854","935","2110","2179","1855"
"18.07.2019 18:15 - 18.07.2019 18:30","7089","7238","4569","757","819","955","2136","2242","1902"
"18.07.2019 18:30 - 18.07.2019 18:45","6041","6147","3915","736","785","970","2148","2302","1963"
"18.07.2019 18:45 - 18.07.2019 19:00","5057","5122","3243","710","752","964","2159","2351","2006"
"18.07.2019 19:00 - 18.07.2019 19:15","4151","4169","2651","693","724","960","2176","2387","1981"
"18.07.2019 19:15 - 18.07.2019 19:30","3327","3319","2104","684","716","887","2218","2427","2085"
"18.07.2019 19:30 - 18.07.2019 19:45","2621","2599","1628","678","705","823","2258","2465","2220"
"18.07.2019 19:45 - 18.07.2019 20:00","2041","2008","1253","665","696","872","2307","2510","2124"
"18.07.2019 20:00 - 18.07.2019 20:15","1456","1440","887","662","690","807","2334","2565","2019"
"18.07.2019 20:15 - 18.07.2019 20:30","955","930","562","663","675","645","2399","2651","1920"
"18.07.2019 20:30 - 18.07.2019 20:45","597","566","310","665","663","477","2461","2731","1874"
"18.07.2019 20:45 - 18.07.2019 21:00","322","290","158","666","653","353","2526","2807","1924"
"18.07.2019 21:00 - 18.07.2019 21:15","110","103","73","671","642","278","2603","2882","1976"
"18.07.2019 21:15 - 18.07.2019 21:30","24","23","33","683","630","247","2696","3013","1847"
"18.07.2019 21:30 - 18.07.2019 21:45","3","2","3","699","620","262","2785","3147","1732"
"18.07.2019 21:45 - 18.07.2019 22:00","0","0","0","714","614","228","2874","3279","1710"
"18.07.2019 22:00 - 18.07.2019 22:15","0","0","0","736","617","198","2996","3427","1807"
"18.07.2019 22:15 - 18.07.2019 22:30","0","0","0","743","628","195","3117","3512","1858"
"18.07.2019 22:30 - 18.07.2019 22:45","0","0","0","750","639","182","3237","3599","1973"
"18.07.2019 22:45 - 18.07.2019 23:00","0","0","0","758","651","172","3357","3683","2065"
"18.07.2019 23:00 - 18.07.2019 23:15","0","0","0","761","665","153","3472","3756","2126"
"18.07.2019 23:15 - 18.07.2019 23:30","0","0","0","747","669","142","3511","3741","2174"
"18.07.2019 23:30 - 18.07.2019 23:45","0","0","0","735","675","164","3550","3722","2254"
"18.07.2019 23:45 - 19.07.2019 00:00","0","0","0","723","679","193","3590","3701","2206"
"19.07.2019 00:00 - 19.07.2019 00:15","0","0","0","440","435","251","3813","4304","2315"
"19.07.2019 00:15 - 19.07.2019 00:30","0","0","0","454","485","286","3798","4145","2149"
"19.07.2019 00:30 - 19.07.2019 00:45","0","0","0","464","459","249","3791","4211","2209"
"19.07.2019 00:45 - 19.07.2019 01:00","0","0","0","477","446","232","3779","4193","2157"
"19.07.2019 01:00 - 19.07.2019 01:15","0","0","0","486","457","231","3770","4102","2048"
"19.07.2019 01:15 - 19.07.2019 01:30","0","0","0","490","457","225","3811","4175","2066"
"19.07.2019 01:30 - 19.07.2019 01:45","0","0","0","492","405","172","3846","4302","2158"
"19.07.2019 01:45 - 19.07.2019 02:00","0","0","0","496","387","144","3880","4334","2149"
"19.07.2019 02:00 - 19.07.2019 02:15","0","0","0","504","358","112","3918","4361","2155"
"19.07.2019 02:15 - 19.07.2019 02:30","0","0","0","504","355","116","3908","4387","2124"
"19.07.2019 02:30 - 19.07.2019 02:45","0","0","0","500","363","127","3906","4360","2079"
"19.07.2019 02:45 - 19.07.2019 03:00","0","0","0","498","355","118","3900","4416","2115"
"19.07.2019 03:00 - 19.07.2019 03:15","0","0","0","495","351","112","3869","4422","2102"
"19.07.2019 03:15 - 19.07.2019 03:30","0","0","0","493","350","115","3856","4347","2007"
"19.07.2019 03:30 - 19.07.2019 03:45","0","0","0","483","350","118","3855","4415","2053"
"19.07.2019 03:45 - 19.07.2019 04:00","0","0","0","480","368","140","3862","4463","2075"
"19.07.2019 04:00 - 19.07.2019 04:15","0","0","0","473","389","165","3881","4502","2085"
"19.07.2019 04:15 - 19.07.2019 04:30","0","0","0","465","401","180","3918","4463","2086"
"19.07.2019 04:30 - 19.07.2019 04:45","0","0","0","458","417","199","3957","4410","2073"
"19.07.2019 04:45 - 19.07.2019 05:00","0","0","0","450","462","247","3994","4362","2064"
"19.07.2019 05:00 - 19.07.2019 05:15","2","0","0","445","511","299","4023","4253","1989"
"19.07.2019 05:15 - 19.07.2019 05:30","26","11","2","430","488","283","3951","4129","1945"
"19.07.2019 05:30 - 19.07.2019 05:45","101","75","30","428","470","272","3871","4067","1956"
"19.07.2019 05:45 - 19.07.2019 06:00","255","208","103","420","452","261","3798","4022","1976"
"19.07.2019 06:00 - 19.07.2019 06:15","485","425","195","412","438","254","3730","3996","2003"
"19.07.2019 06:15 - 19.07.2019 06:30","837","714","318","392","437","258","3641","3918","2003"
"19.07.2019 06:30 - 19.07.2019 06:45","1316","1107","565","374","392","216","3549","3856","2020"
"19.07.2019 06:45 - 19.07.2019 07:00","1896","1635","867","357","367","195","3453","3830","2073"
"19.07.2019 07:00 - 19.07.2019 07:15","2528","2216","1189","341","364","197","3338","3776","2090"
"19.07.2019 07:15 - 19.07.2019 07:30","3230","2850","1564","337","359","192","3170","3604","2045"
"19.07.2019 07:30 - 19.07.2019 07:45","4010","3540","1955","330","338","172","2999","3384","1956"
"19.07.2019 07:45 - 19.07.2019 08:00","4855","4297","2337","325","330","162","2826","3179","1883"
"19.07.2019 08:00 - 19.07.2019 08:15","5731","5106","2747","321","321","156","2662","2971","1797"
"19.07.2019 08:15 - 19.07.2019 08:30","6700","5916","3112","298","309","150","2568","2848","1668"
"19.07.2019 08:30 - 19.07.2019 08:45","7692","6722","3586","282","296","141","2466","2732","1624"
"19.07.2019 08:45 - 19.07.2019 09:00","8703","7550","4124","265","282","141","2374","2642","1548"
"19.07.2019 09:00 - 19.07.2019 09:15","9730","8372","4630","248","267","139","2267","2558","1528"
"19.07.2019 09:15 - 19.07.2019 09:30","10765","9234","5247","242","262","116","2238","2527","1544"
"19.07.2019 09:30 - 19.07.2019 09:45","11775","10080","5915","236","257","97","2210","2496","1590"
"19.07.2019 09:45 - 19.07.2019 10:00","12777","10937","6638","227","250","92","2190","2461","1596"
"19.07.2019 10:00 - 19.07.2019 10:15","13761","11797","7333","221","246","85","2173","2438","1550"
"19.07.2019 10:15 - 19.07.2019 10:30","14708","12630","8017","224","239","69","2197","2449","1574"
"19.07.2019 10:30 - 19.07.2019 10:45","15596","13429","8611","229","234","52","2223","2464","1636"
"19.07.2019 10:45 - 19.07.2019 11:00","16439","14173","9188","230","228","47","2256","2479","1617"
"19.07.2019 11:00 - 19.07.2019 11:15","17234","14883","9732","232","222","44","2289","2506","1596"
"19.07.2019 11:15 - 19.07.2019 11:30","18004","15600","10436","237","221","51","2352","2582","1600"
"19.07.2019 11:30 - 19.07.2019 11:45","18721","16271","10796","243","218","55","2411","2660","1636"
"19.07.2019 11:45 - 19.07.2019 12:00","19359","16886","11240","248","217","59","2474","2737","1660"
"19.07.2019 12:00 - 19.07.2019 12:15","19945","17467","11571","255","218","74","2532","2816","1700"
